Age,Education_Level,Years_of_Experience,Industry,Job_Role,Company_Size,Job_Level,Routine_Task_Percentage,Creativity_Requirement,Human_Interaction_Level
30,Bachelor's,4,IT,Software Engineer,Small,Mid,68,30,33
43,Master's,15,Healthcare,Medical Assistant,Medium,Entry,53,59,40
48,Master's,17,Healthcare,Medical Assistant,Small,Mid,70,29,93
23,High School,2,Telecom,Network Engineer,Medium,Entry,35,54,79
29,High School,1,Finance,Accountant,Small,Mid,25,72,65
33,Master's,10,Logistics,Supply Chain Analyst,Large,Mid,58,26,32
54,Bachelor's,5,Logistics,Supply Chain Analyst,Small,Mid,59,42,52
51,Bachelor's,6,Manufacturing,Quality Engineer,Small,Mid,69,34,91
28,Bachelor's,5,IT,Software Engineer,Small,Mid,66,39,37
25,Master's,4,Finance,Accountant,Small,Mid,74,18,20
58,High School,8,IT,ML Engineer,Small,Mid,39,72,45
41,Bachelor's,15,Healthcare,Medical Assistant,Small,Mid,82,22,24
54,Bachelor's,8,Telecom,Operations Analyst,Large,Senior,87,4,58
55,Bachelor's,8,Finance,Financial Analyst,Medium,Entry,28,63,42
48,Master's,6,Finance,Auditor,Large,Senior,22,85,68
28,PhD,7,Retail,Inventory Analyst,Medium,Mid,13,88,47
59,Bachelor's,4,Telecom,Network Engineer,Medium,Entry,21,75,52
36,Bachelor's,5,Telecom,Network Engineer,Medium,Mid,60,30,57
52,High School,1,IT,Data Analyst,Small,Senior,54,44,59
26,Bachelor's,5,Logistics,Supply Chain Analyst,Small,Mid,33,70,93
30,Bachelor's,0,Finance,Accountant,Medium,Mid,20,77,50
21,High School,0,Healthcare,Health Analyst,Large,Entry,78,13,86
54,High School,10,Education,Academic Coordinator,Small,Entry,27,89,72
31,Bachelor's,9,Healthcare,Medical Assistant,Large,Entry,29,75,59
21,PhD,0,Logistics,Warehouse Manager,Small,Senior,50,63,88
51,High School,4,Retail,Sales Associate,Large,Senior,13,97,63
32,High School,8,Finance,Accountant,Small,Entry,28,68,28
51,High School,1,Retail,Sales Associate,Medium,Entry,62,40,79
21,Bachelor's,0,Finance,Financial Analyst,Medium,Senior,74,61,90
57,Bachelor's,1,Finance,Accountant,Small,Entry,68,34,63
56,Master's,8,Finance,Auditor,Medium,Senior,60,25,36
56,Master's,12,Finance,Accountant,Large,Mid,50,45,29
23,Master's,2,Finance,Financial Analyst,Medium,Entry,18,65,83
46,Master's,14,IT,Data Analyst,Large,Mid,89,18,24
24,Master's,3,Finance,Auditor,Small,Entry,12,79,56
25,Bachelor's,4,Retail,Store Manager,Medium,Senior,11,99,68
39,Bachelor's,13,Education,Research Assistant,Small,Mid,90,0,39
45,Bachelor's,8,Finance,Financial Analyst,Small,Mid,47,60,22
30,Master's,6,IT,Data Analyst,Small,Mid,26,63,20
22,High School,1,Manufacturing,Quality Engineer,Small,Mid,14,80,20
36,Bachelor's,6,IT,ML Engineer,Medium,Entry,76,22,67
46,High School,2,Education,Academic Coordinator,Small,Entry,25,63,21
60,Bachelor's,16,IT,ML Engineer,Small,Entry,42,50,25
50,Master's,9,Manufacturing,Production Supervisor,Small,Entry,10,100,83
36,Master's,9,Telecom,Support Specialist,Medium,Entry,64,35,38
34,High School,1,Finance,Financial Analyst,Medium,Mid,24,71,84
49,Master's,2,Logistics,Dispatcher,Medium,Mid,43,57,64
51,High School,11,Retail,Store Manager,Small,Senior,76,40,65
60,Bachelor's,10,IT,Software Engineer,Small,Entry,62,20,23
22,Bachelor's,1,Finance,Financial Analyst,Small,Senior,75,32,55
23,Master's,2,Education,Academic Coordinator,Medium,Entry,19,70,62
25,High School,4,Manufacturing,Quality Engineer,Small,Senior,42,53,44
39,PhD,4,Logistics,Supply Chain Analyst,Medium,Senior,94,9,87
45,High School,11,Healthcare,Medical Assistant,Medium,Mid,30,75,73
32,High School,2,Education,Research Assistant,Large,Entry,30,74,87
32,High School,0,Logistics,Dispatcher,Large,Mid,22,68,44
24,Bachelor's,3,Manufacturing,Production Supervisor,Large,Senior,94,5,94
34,High School,11,Logistics,Dispatcher,Large,Entry,65,55,44
42,PhD,5,Manufacturing,Production Supervisor,Medium,Entry,54,49,70
36,Master's,10,Retail,Store Manager,Medium,Mid,21,75,99
33,Bachelor's,12,Logistics,Warehouse Manager,Medium,Mid,61,33,85
37,Bachelor's,8,Manufacturing,Operator,Small,Mid,74,12,29
26,Master's,2,Logistics,Supply Chain Analyst,Large,Mid,52,60,71
53,Bachelor's,5,Retail,Store Manager,Small,Mid,89,1,75
49,Bachelor's,11,Finance,Auditor,Large,Mid,47,30,56
38,Bachelor's,14,Retail,Sales Associate,Medium,Mid,39,50,33
43,High School,2,Manufacturing,Production Supervisor,Large,Entry,57,63,66
33,High School,9,Healthcare,Health Analyst,Medium,Entry,34,68,92
43,PhD,4,Telecom,Support Specialist,Medium,Senior,33,66,82
46,Bachelor's,7,Finance,Accountant,Large,Entry,53,44,28
55,High School,20,Telecom,Network Engineer,Medium,Mid,54,43,59
35,Bachelor's,13,Retail,Store Manager,Medium,Entry,45,42,92
31,PhD,10,Telecom,Support Specialist,Small,Mid,77,26,91
51,Master's,8,Education,Teacher,Medium,Mid,41,61,69
48,Bachelor's,19,Finance,Auditor,Small,Mid,81,30,39
36,Master's,13,IT,Data Analyst,Large,Entry,31,69,74
36,Bachelor's,8,Logistics,Warehouse Manager,Medium,Entry,43,68,43
42,Master's,14,Retail,Store Manager,Medium,Mid,24,74,87
22,Bachelor's,1,IT,Software Engineer,Medium,Entry,60,39,82
58,Bachelor's,10,IT,ML Engineer,Medium,Entry,49,44,60
52,Bachelor's,17,Telecom,Operations Analyst,Small,Entry,45,61,54
36,High School,0,Education,Academic Coordinator,Small,Entry,17,72,48
32,Master's,9,Telecom,Network Engineer,Small,Mid,12,79,26
31,High School,10,Healthcare,Medical Assistant,Small,Senior,17,94,79
53,High School,8,Retail,Sales Associate,Large,Mid,71,35,24
48,Bachelor's,2,IT,Data Analyst,Medium,Mid,34,65,60
39,Bachelor's,12,Manufacturing,Production Supervisor,Small,Mid,27,65,39
27,Master's,6,IT,Data Analyst,Medium,Mid,10,77,61
39,Master's,7,Logistics,Warehouse Manager,Large,Mid,60,42,42
50,PhD,10,Telecom,Support Specialist,Medium,Mid,64,45,92
37,Bachelor's,14,Manufacturing,Operator,Large,Mid,70,40,64
45,Master's,8,Telecom,Operations Analyst,Large,Entry,82,18,93
60,High School,4,Manufacturing,Operator,Medium,Entry,47,56,77
43,Bachelor's,9,Manufacturing,Operator,Large,Senior,80,26,41
31,Master's,9,Finance,Financial Analyst,Medium,Entry,33,77,54
56,Bachelor's,12,IT,ML Engineer,Small,Entry,79,20,31
30,Bachelor's,3,Retail,Sales Associate,Large,Senior,38,38,75
25,Bachelor's,4,Finance,Accountant,Medium,Entry,53,48,28
44,Master's,10,IT,Data Analyst,Large,Senior,65,45,67
21,High School,0,Logistics,Supply Chain Analyst,Small,Entry,49,74,65
37,Bachelor's,4,Finance,Financial Analyst,Large,Senior,40,58,56
29,Bachelor's,8,Logistics,Supply Chain Analyst,Medium,Mid,49,65,24
60,Bachelor's,11,Logistics,Warehouse Manager,Medium,Mid,11,82,68
23,Master's,2,Manufacturing,Operator,Small,Entry,84,1,53
49,Bachelor's,5,Retail,Store Manager,Large,Senior,90,21,88
43,Bachelor's,14,IT,Data Analyst,Large,Mid,64,48,66
35,Master's,14,Finance,Accountant,Small,Senior,68,28,30
53,Bachelor's,12,Finance,Financial Analyst,Medium,Mid,40,78,64
35,Bachelor's,11,Finance,Auditor,Small,Entry,34,56,79
25,Master's,4,Telecom,Network Engineer,Large,Mid,15,100,81
36,PhD,5,IT,Data Analyst,Medium,Mid,86,12,48
55,Master's,8,IT,Software Engineer,Large,Senior,80,6,35
23,Bachelor's,2,Finance,Financial Analyst,Small,Mid,25,85,56
49,Bachelor's,0,Manufacturing,Quality Engineer,Medium,Entry,94,0,24
49,Master's,11,Finance,Financial Analyst,Medium,Entry,49,45,67
44,Master's,14,Education,Research Assistant,Medium,Entry,15,83,82
43,Bachelor's,11,Telecom,Support Specialist,Large,Mid,77,27,92
49,Bachelor's,3,Manufacturing,Production Supervisor,Medium,Entry,10,100,61
24,PhD,3,Retail,Store Manager,Medium,Senior,60,20,67
57,Master's,12,Manufacturing,Operator,Small,Entry,40,53,39
22,Bachelor's,1,Telecom,Operations Analyst,Small,Entry,36,59,33
38,Bachelor's,4,Education,Academic Coordinator,Large,Entry,92,14,47
23,Bachelor's,0,Healthcare,Nurse,Medium,Mid,56,24,71
43,Master's,6,Finance,Financial Analyst,Medium,Mid,56,44,62
26,Bachelor's,3,IT,Software Engineer,Medium,Entry,86,28,51
47,Bachelor's,1,Retail,Sales Associate,Small,Entry,84,22,54
23,High School,2,Retail,Store Manager,Small,Entry,24,72,71
53,Bachelor's,6,IT,Data Analyst,Small,Entry,33,68,36
52,Bachelor's,6,Healthcare,Medical Assistant,Small,Mid,30,73,94
60,Master's,8,Telecom,Support Specialist,Medium,Entry,83,19,74
60,Bachelor's,13,Retail,Inventory Analyst,Medium,Entry,24,64,26
42,Bachelor's,8,Telecom,Operations Analyst,Large,Mid,15,100,33
52,PhD,16,Finance,Auditor,Medium,Mid,57,30,32
57,Bachelor's,9,Logistics,Dispatcher,Medium,Senior,86,20,27
50,High School,9,Logistics,Supply Chain Analyst,Medium,Entry,63,34,90
52,High School,3,Finance,Financial Analyst,Medium,Entry,85,11,58
33,High School,12,Retail,Inventory Analyst,Small,Mid,23,85,41
24,High School,3,Manufacturing,Quality Engineer,Medium,Entry,70,43,86
56,Bachelor's,3,Healthcare,Medical Assistant,Small,Senior,68,27,39
29,High School,8,Logistics,Dispatcher,Large,Mid,79,28,74
58,Bachelor's,10,Healthcare,Nurse,Small,Entry,36,58,89
42,Bachelor's,8,Education,Research Assistant,Medium,Senior,17,100,80
37,Master's,10,Telecom,Support Specialist,Medium,Entry,26,67,89
30,Bachelor's,9,Retail,Inventory Analyst,Medium,Entry,78,16,79
24,Master's,2,Healthcare,Medical Assistant,Medium,Mid,16,100,73
42,Bachelor's,9,Telecom,Operations Analyst,Medium,Senior,65,26,46
52,High School,7,Logistics,Dispatcher,Large,Mid,69,31,41
53,Master's,4,Finance,Financial Analyst,Small,Mid,51,41,67
40,Bachelor's,13,Finance,Accountant,Medium,Entry,38,45,83
34,Bachelor's,3,Manufacturing,Operator,Medium,Mid,79,31,59
60,Bachelor's,3,Retail,Store Manager,Medium,Entry,73,15,73
34,High School,6,Logistics,Dispatcher,Medium,Mid,17,98,64
53,Bachelor's,6,Telecom,Support Specialist,Small,Mid,19,86,79
40,Master's,14,IT,Data Analyst,Medium,Mid,84,11,59
31,High School,8,IT,Data Analyst,Large,Entry,10,100,64
45,High School,14,Education,Research Assistant,Small,Senior,35,61,91
56,Master's,16,Finance,Financial Analyst,Large,Mid,12,78,57
28,Bachelor's,7,Retail,Sales Associate,Large,Senior,75,18,32
57,Bachelor's,8,Logistics,Dispatcher,Large,Entry,10,77,90
27,Bachelor's,6,Healthcare,Nurse,Large,Entry,62,35,88
33,Bachelor's,2,Finance,Financial Analyst,Medium,Entry,34,64,91
21,Bachelor's,0,Healthcare,Medical Assistant,Small,Senior,15,77,52
57,Master's,6,IT,Data Analyst,Small,Mid,39,69,69
24,Bachelor's,3,Retail,Sales Associate,Small,Entry,14,83,64
24,Master's,3,Manufacturing,Quality Engineer,Large,Entry,46,61,54
59,PhD,7,Manufacturing,Quality Engineer,Medium,Entry,29,73,88
57,Bachelor's,15,Retail,Inventory Analyst,Medium,Mid,39,40,27
34,High School,13,Logistics,Supply Chain Analyst,Small,Entry,22,86,43
31,Bachelor's,6,Finance,Financial Analyst,Medium,Entry,86,6,70
38,Bachelor's,5,Education,Academic Coordinator,Medium,Entry,92,19,27
21,Bachelor's,0,Logistics,Supply Chain Analyst,Medium,Entry,46,56,45
46,Bachelor's,1,Retail,Inventory Analyst,Small,Entry,80,12,41
50,High School,5,Retail,Sales Associate,Small,Entry,91,21,35
46,Master's,10,Healthcare,Medical Assistant,Large,Entry,75,26,91
35,Master's,1,Finance,Auditor,Small,Mid,33,89,37
50,Master's,20,Telecom,Support Specialist,Large,Senior,39,62,33
35,High School,11,Healthcare,Medical Assistant,Medium,Mid,50,34,57
41,Bachelor's,0,Education,Teacher,Large,Mid,24,78,85
48,Bachelor's,5,IT,Data Analyst,Large,Mid,91,4,30
43,High School,10,IT,ML Engineer,Large,Mid,61,47,29
49,Bachelor's,6,Healthcare,Medical Assistant,Small,Mid,13,83,70
21,Master's,0,IT,Software Engineer,Medium,Mid,54,39,29
21,Master's,0,IT,ML Engineer,Medium,Entry,86,16,75
37,Bachelor's,4,Finance,Accountant,Medium,Entry,73,20,26
55,Bachelor's,15,IT,Software Engineer,Small,Entry,49,66,71
54,PhD,0,Education,Academic Coordinator,Small,Senior,58,60,45
31,Master's,1,Finance,Financial Analyst,Small,Entry,17,81,59
41,Master's,5,Finance,Auditor,Medium,Mid,88,15,75
43,Master's,7,Logistics,Supply Chain Analyst,Large,Senior,13,87,86
51,Bachelor's,7,Manufacturing,Quality Engineer,Small,Mid,42,41,85
42,Bachelor's,13,Finance,Accountant,Small,Entry,18,72,47
43,Bachelor's,7,Finance,Accountant,Small,Mid,68,32,56
35,Bachelor's,14,IT,Software Engineer,Medium,Entry,59,49,33
59,Bachelor's,7,Healthcare,Health Analyst,Medium,Senior,76,25,28
50,PhD,13,Retail,Inventory Analyst,Small,Mid,21,80,76
53,Master's,8,Manufacturing,Operator,Medium,Mid,93,12,68
28,Bachelor's,7,Telecom,Operations Analyst,Medium,Mid,28,74,56
50,Bachelor's,8,IT,ML Engineer,Medium,Entry,15,81,62
58,Bachelor's,5,Telecom,Support Specialist,Medium,Senior,86,15,29
50,Bachelor's,8,Healthcare,Nurse,Small,Mid,49,48,70
41,Bachelor's,10,Retail,Store Manager,Large,Entry,81,8,81
21,Master's,0,IT,Data Analyst,Medium,Entry,94,16,37
56,Master's,13,Manufacturing,Operator,Large,Senior,23,44,53
56,Master's,0,Finance,Financial Analyst,Small,Entry,29,59,56
47,Master's,10,Logistics,Dispatcher,Small,Senior,54,46,77
51,Master's,15,Retail,Inventory Analyst,Medium,Entry,64,15,32
59,Bachelor's,7,Telecom,Support Specialist,Large,Entry,64,36,45
54,High School,11,Education,Research Assistant,Medium,Mid,11,79,30
38,Bachelor's,7,Telecom,Network Engineer,Large,Entry,59,24,24
25,High School,4,Healthcare,Nurse,Large,Senior,93,6,78
24,Master's,3,Finance,Auditor,Large,Mid,55,36,39
26,Bachelor's,5,Healthcare,Nurse,Medium,Entry,26,71,99
27,Bachelor's,6,IT,Data Analyst,Medium,Entry,57,22,35
42,Bachelor's,14,Retail,Store Manager,Small,Entry,25,62,99
60,Bachelor's,13,Telecom,Support Specialist,Medium,Entry,66,17,85
46,Bachelor's,7,Finance,Financial Analyst,Small,Entry,73,36,20
45,Master's,9,Telecom,Network Engineer,Large,Entry,28,69,31
27,Master's,6,Retail,Store Manager,Medium,Mid,79,24,89
23,Bachelor's,2,Healthcare,Nurse,Large,Senior,37,48,67
26,High School,5,Telecom,Support Specialist,Large,Senior,85,15,55
21,Bachelor's,0,Finance,Auditor,Medium,Mid,68,27,65
56,High School,8,Telecom,Operations Analyst,Small,Entry,29,62,84
36,Bachelor's,15,Retail,Sales Associate,Large,Mid,88,5,73
22,Master's,1,Retail,Sales Associate,Small,Entry,92,3,25
40,Bachelor's,15,Finance,Financial Analyst,Medium,Senior,49,59,37
28,Bachelor's,6,Logistics,Warehouse Manager,Small,Mid,20,89,42
46,Bachelor's,15,Manufacturing,Production Supervisor,Medium,Mid,44,59,66
48,Bachelor's,11,Retail,Store Manager,Medium,Entry,80,21,85
54,Bachelor's,2,Retail,Inventory Analyst,Large,Entry,74,29,40
32,Bachelor's,6,Finance,Auditor,Medium,Mid,62,50,63
28,Bachelor's,7,Retail,Inventory Analyst,Small,Entry,63,45,54
50,Master's,9,Healthcare,Medical Assistant,Medium,Entry,44,53,23
55,Bachelor's,16,Healthcare,Health Analyst,Medium,Mid,86,19,36
33,Bachelor's,12,Healthcare,Health Analyst,Medium,Entry,38,52,65
27,Master's,2,Telecom,Support Specialist,Medium,Entry,58,50,22
48,Master's,3,Finance,Accountant,Small,Entry,35,57,51
46,Bachelor's,10,Telecom,Operations Analyst,Large,Entry,68,25,80
49,Bachelor's,6,Retail,Sales Associate,Small,Mid,67,31,25
39,Master's,18,Manufacturing,Operator,Large,Mid,61,47,94
46,Bachelor's,6,Education,Teacher,Medium,Senior,51,54,87
59,Bachelor's,10,Healthcare,Medical Assistant,Small,Mid,11,79,74
42,High School,21,Healthcare,Health Analyst,Medium,Senior,21,83,68
34,Bachelor's,6,Telecom,Support Specialist,Large,Entry,65,34,27
52,Bachelor's,9,Manufacturing,Quality Engineer,Small,Mid,37,49,63
31,Bachelor's,10,Manufacturing,Production Supervisor,Medium,Entry,18,99,32
38,Bachelor's,12,Telecom,Operations Analyst,Large,Mid,54,48,85
34,Master's,8,Telecom,Operations Analyst,Large,Mid,85,11,28
56,Bachelor's,13,Finance,Accountant,Medium,Mid,36,54,82
59,Master's,11,Finance,Financial Analyst,Medium,Senior,18,77,50
38,Bachelor's,6,Retail,Store Manager,Medium,Senior,64,35,67
36,Master's,9,IT,Data Analyst,Small,Senior,46,61,54
39,PhD,10,Manufacturing,Production Supervisor,Small,Senior,71,37,35
32,Master's,10,IT,Data Analyst,Medium,Entry,40,66,87
25,Bachelor's,4,Logistics,Warehouse Manager,Small,Entry,33,71,55
56,Bachelor's,14,Finance,Financial Analyst,Medium,Mid,62,46,35
21,Bachelor's,0,Education,Research Assistant,Medium,Mid,38,45,72
58,Master's,12,Education,Research Assistant,Small,Entry,41,57,25
30,Bachelor's,9,IT,ML Engineer,Large,Senior,79,32,58
48,Bachelor's,13,Telecom,Operations Analyst,Small,Entry,52,52,85
47,Bachelor's,6,Healthcare,Medical Assistant,Large,Entry,51,32,54
53,Bachelor's,8,Logistics,Dispatcher,Medium,Entry,18,87,34
46,High School,4,IT,Software Engineer,Small,Mid,51,54,34
27,High School,4,Education,Research Assistant,Medium,Entry,34,67,30
43,Bachelor's,6,Finance,Auditor,Medium,Senior,70,33,57
44,High School,13,Healthcare,Nurse,Small,Entry,66,27,93
54,Bachelor's,10,Manufacturing,Quality Engineer,Small,Entry,51,58,92
49,Bachelor's,7,Retail,Sales Associate,Large,Senior,72,14,28
44,High School,6,Healthcare,Nurse,Medium,Entry,75,25,82
37,Bachelor's,14,Telecom,Network Engineer,Medium,Entry,93,13,51
38,Master's,17,Telecom,Support Specialist,Large,Mid,17,82,71
47,Bachelor's,7,IT,Software Engineer,Large,Mid,38,68,77
33,Bachelor's,12,Healthcare,Nurse,Medium,Entry,16,91,86
22,High School,1,Education,Research Assistant,Medium,Entry,16,75,81
29,Master's,8,Manufacturing,Production Supervisor,Large,Entry,63,13,26
44,Bachelor's,12,IT,Software Engineer,Medium,Entry,79,10,62
46,High School,8,Education,Academic Coordinator,Small,Senior,37,50,92
33,Bachelor's,4,Logistics,Warehouse Manager,Medium,Mid,29,72,70
48,High School,3,Retail,Inventory Analyst,Small,Mid,24,83,68
29,Bachelor's,8,Logistics,Dispatcher,Small,Mid,61,36,42
27,High School,6,Retail,Inventory Analyst,Medium,Mid,47,58,26
57,High School,15,Education,Academic Coordinator,Small,Senior,86,17,40
59,Bachelor's,0,Education,Academic Coordinator,Small,Entry,84,28,49
22,Bachelor's,1,Finance,Auditor,Medium,Mid,49,37,77
29,Master's,8,Healthcare,Medical Assistant,Medium,Mid,90,0,44
56,High School,2,Logistics,Warehouse Manager,Large,Mid,70,22,61
53,Bachelor's,9,Finance,Accountant,Medium,Mid,86,20,92
37,Bachelor's,7,Finance,Financial Analyst,Large,Mid,29,83,31
43,Bachelor's,5,Retail,Sales Associate,Medium,Senior,69,48,55
32,Bachelor's,11,Logistics,Supply Chain Analyst,Medium,Senior,80,26,79
51,Master's,0,Retail,Inventory Analyst,Large,Mid,55,40,73
24,High School,3,Telecom,Network Engineer,Small,Mid,15,93,48
46,Bachelor's,5,Education,Academic Coordinator,Large,Mid,68,27,73
32,PhD,11,Logistics,Warehouse Manager,Large,Mid,26,69,61
29,Master's,8,Finance,Accountant,Large,Entry,49,50,23
41,Bachelor's,11,Healthcare,Medical Assistant,Medium,Entry,80,1,79
57,Master's,11,Manufacturing,Operator,Small,Entry,15,86,76
42,High School,0,Healthcare,Nurse,Small,Entry,38,63,80
21,High School,0,Retail,Store Manager,Medium,Mid,35,66,74
52,Bachelor's,14,IT,ML Engineer,Large,Senior,86,18,34
55,Bachelor's,5,IT,Data Analyst,Medium,Senior,77,22,45
28,Master's,3,Telecom,Network Engineer,Medium,Entry,45,63,45
59,High School,15,IT,ML Engineer,Large,Mid,15,78,54
27,Master's,6,Healthcare,Health Analyst,Small,Mid,70,24,51
51,Bachelor's,13,Healthcare,Health Analyst,Medium,Mid,71,36,77
30,Bachelor's,9,Manufacturing,Operator,Small,Mid,48,49,48
23,High School,2,Healthcare,Health Analyst,Small,Mid,42,62,40
35,Bachelor's,12,Logistics,Supply Chain Analyst,Small,Entry,36,68,35
49,Bachelor's,1,Healthcare,Nurse,Medium,Mid,20,75,79
36,Bachelor's,2,IT,Data Analyst,Small,Mid,32,81,26
59,Bachelor's,10,Retail,Store Manager,Large,Senior,54,49,68
21,Bachelor's,0,Healthcare,Health Analyst,Small,Mid,58,41,81
22,High School,1,Logistics,Supply Chain Analyst,Medium,Mid,36,62,29
37,Master's,2,Telecom,Support Specialist,Large,Mid,27,82,39
36,Master's,14,Manufacturing,Operator,Small,Entry,70,24,29
53,Bachelor's,7,Education,Teacher,Small,Entry,85,2,79
30,High School,9,Healthcare,Nurse,Small,Mid,72,29,95
37,Bachelor's,10,Logistics,Supply Chain Analyst,Medium,Mid,44,69,63
22,Bachelor's,1,IT,Software Engineer,Medium,Entry,61,17,50
24,Bachelor's,3,Logistics,Supply Chain Analyst,Small,Senior,53,38,25
35,Bachelor's,14,Manufacturing,Production Supervisor,Small,Senior,93,0,77
36,Master's,11,Logistics,Warehouse Manager,Medium,Mid,28,64,68
21,Master's,0,Finance,Financial Analyst,Medium,Mid,66,28,61
37,Bachelor's,9,Healthcare,Medical Assistant,Small,Entry,91,16,71
25,Bachelor's,1,Telecom,Network Engineer,Large,Entry,57,37,23
52,Master's,13,Telecom,Support Specialist,Medium,Entry,43,65,63
58,Bachelor's,10,Finance,Accountant,Large,Mid,35,88,73
46,High School,13,Education,Academic Coordinator,Small,Mid,59,37,38
45,Bachelor's,6,Education,Teacher,Large,Mid,33,82,89
51,Bachelor's,5,IT,Software Engineer,Large,Senior,32,71,81
43,High School,11,Education,Teacher,Large,Mid,38,66,80
48,PhD,13,IT,ML Engineer,Medium,Entry,57,49,40
58,Bachelor's,8,Finance,Auditor,Medium,Mid,50,63,57
36,Master's,12,Manufacturing,Operator,Large,Mid,46,49,51
52,High School,3,Manufacturing,Operator,Medium,Mid,55,41,76
55,Master's,5,Healthcare,Nurse,Medium,Mid,54,32,66
34,High School,6,Telecom,Network Engineer,Small,Mid,30,64,26
22,Bachelor's,0,Retail,Inventory Analyst,Medium,Entry,72,17,47
49,Bachelor's,11,IT,Software Engineer,Large,Mid,29,60,94
29,Bachelor's,6,Retail,Sales Associate,Medium,Entry,37,68,91
54,Bachelor's,11,IT,Data Analyst,Small,Senior,54,25,38
23,Master's,2,Healthcare,Nurse,Medium,Mid,71,29,98
35,Bachelor's,5,Retail,Sales Associate,Medium,Entry,32,65,85
41,High School,0,IT,Software Engineer,Small,Mid,29,74,26
60,Master's,2,Retail,Store Manager,Medium,Mid,23,74,94
60,Bachelor's,6,Retail,Inventory Analyst,Medium,Senior,24,56,38
33,Master's,6,Manufacturing,Operator,Large,Entry,57,55,59
40,High School,6,Healthcare,Health Analyst,Small,Mid,24,75,61
29,High School,7,Manufacturing,Production Supervisor,Large,Entry,52,39,80
40,Bachelor's,16,Logistics,Warehouse Manager,Medium,Mid,40,68,23
49,Bachelor's,13,Retail,Inventory Analyst,Medium,Entry,71,22,71
21,Bachelor's,0,Finance,Financial Analyst,Small,Entry,39,64,71
38,Bachelor's,7,Healthcare,Health Analyst,Large,Senior,14,89,91
60,Master's,8,IT,ML Engineer,Large,Entry,78,37,56
48,Bachelor's,10,Finance,Financial Analyst,Large,Mid,44,50,65
41,High School,15,Telecom,Network Engineer,Medium,Mid,11,84,27
41,High School,5,Finance,Financial Analyst,Small,Mid,59,47,64
49,Bachelor's,10,Telecom,Operations Analyst,Large,Entry,69,60,93
58,Master's,19,Telecom,Operations Analyst,Large,Entry,56,43,85
26,Master's,4,Logistics,Dispatcher,Small,Entry,55,62,62
59,Bachelor's,8,Manufacturing,Production Supervisor,Small,Mid,10,95,70
38,Bachelor's,12,Retail,Store Manager,Medium,Senior,27,64,81
38,High School,11,IT,Data Analyst,Medium,Entry,47,72,67
24,Bachelor's,3,Education,Academic Coordinator,Medium,Entry,46,44,80
30,Master's,9,Manufacturing,Production Supervisor,Medium,Mid,70,39,27
60,Bachelor's,10,IT,Data Analyst,Medium,Senior,33,70,46
33,Bachelor's,10,Finance,Financial Analyst,Medium,Entry,31,61,71
29,Master's,3,Telecom,Support Specialist,Small,Mid,48,73,41
43,Bachelor's,8,Logistics,Supply Chain Analyst,Medium,Entry,58,43,65
32,Bachelor's,11,IT,ML Engineer,Medium,Mid,41,58,25
41,Bachelor's,0,Manufacturing,Quality Engineer,Small,Entry,74,12,68
30,High School,2,Education,Research Assistant,Small,Entry,49,55,33
29,Master's,6,IT,Software Engineer,Small,Mid,70,23,53
24,Bachelor's,3,Education,Research Assistant,Medium,Mid,51,58,22
23,Master's,2,Finance,Financial Analyst,Medium,Entry,79,15,25
51,Bachelor's,2,Telecom,Support Specialist,Small,Senior,18,67,23
52,Master's,1,Healthcare,Health Analyst,Medium,Senior,74,35,31
30,PhD,7,Telecom,Operations Analyst,Medium,Entry,45,48,34
26,PhD,5,Healthcare,Health Analyst,Large,Mid,72,10,51
40,Master's,8,IT,ML Engineer,Large,Entry,61,39,32
21,Bachelor's,0,Healthcare,Medical Assistant,Large,Mid,53,45,93
35,Master's,12,Finance,Accountant,Medium,Mid,93,14,25
27,High School,6,Education,Teacher,Large,Entry,16,84,68
59,Bachelor's,12,Education,Teacher,Small,Entry,17,71,87
27,PhD,6,Telecom,Operations Analyst,Medium,Mid,23,61,57
57,PhD,17,Telecom,Network Engineer,Medium,Mid,23,66,46
60,Bachelor's,3,Retail,Store Manager,Small,Entry,47,44,82
25,Bachelor's,4,Education,Teacher,Small,Entry,88,5,92
45,Bachelor's,11,Education,Academic Coordinator,Medium,Entry,73,27,45
51,Bachelor's,7,Healthcare,Health Analyst,Small,Entry,51,40,30
58,Bachelor's,6,Retail,Inventory Analyst,Medium,Mid,70,29,82
56,High School,3,Healthcare,Nurse,Medium,Entry,64,51,93
41,Master's,5,IT,Data Analyst,Medium,Mid,16,83,74
53,Bachelor's,15,Retail,Sales Associate,Medium,Mid,19,78,57
41,Bachelor's,12,Logistics,Dispatcher,Medium,Senior,79,30,43
29,Master's,0,Manufacturing,Production Supervisor,Medium,Entry,69,35,86
35,Bachelor's,0,Education,Academic Coordinator,Large,Mid,89,17,61
49,Bachelor's,13,IT,ML Engineer,Small,Entry,47,51,39
41,Master's,20,Manufacturing,Quality Engineer,Large,Entry,15,100,27
34,High School,13,Telecom,Network Engineer,Medium,Entry,37,54,69
26,High School,5,Education,Research Assistant,Medium,Mid,16,100,28
28,Bachelor's,7,Retail,Inventory Analyst,Large,Entry,59,33,93
38,Master's,14,Education,Teacher,Large,Mid,43,25,73
22,Bachelor's,1,Finance,Accountant,Medium,Entry,16,90,36
